{'SQL:  select count(*) from singer\n', 'Question 1:  How many singers do we have ? ||| concert_singer\n'}
{'Question 146:  how many cars were produced in 1980 ? ||| car_1\n', 'SQL:  select count(*) from cars_data where year  =  1980;\n'}
{'Question 147:  In 1980 , how many cars were made ? ||| car_1\n', 'SQL:  select count(*) from cars_data where year  =  1980;\n'}
{"SQL:  select count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker where t1.fullname  =  'american motor company';\n", 'Question 148:  How many car models were produced by the maker with full name American Motor Company ? ||| car_1\n'}
{"SQL:  select count(*) from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker where t1.fullname  =  'american motor company';\n", 'Question 149:  What is the number of car models created by the car maker American Motor Company ? ||| car_1\n'}
{'SQL:  select t1.fullname ,  t1.id from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >  3;\n', 'Question 150:  Which makers designed more than 3 car models ? List full name and the id . ||| car_1\n'}
{'SQL:  select t1.fullname ,  t1.id from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >  3;\n', 'Question 151:  What are the names and ids of all makers with more than 3 models ? ||| car_1\n'}
{'Question 152:  Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500 ? ||| car_1\n', "SQL:  select distinct t2.model from car_names as t1 join model_list as t2 on t1.model  =  t2.model join car_makers as t3 on t2.maker  =  t3.id join cars_data as t4 on t1.makeid  =  t4.id where t3.fullname  =  'general motors' or t4.weight  >  3500;\n"}
{'Question 153:  What are the different models created by either the car maker General Motors or weighed more than 3500 ? ||| car_1\n', "SQL:  select distinct t2.model from car_names as t1 join model_list as t2 on t1.model  =  t2.model join car_makers as t3 on t2.maker  =  t3.id join cars_data as t4 on t1.makeid  =  t4.id where t3.fullname  =  'general motors' or t4.weight  >  3500;\n"}
{'SQL:  select distinct year from cars_data where weight between 3000 and 4000;\n', 'Question 154:  In which years cars were produced weighing no less than 3000 and no more than 4000 ? ||| car_1\n'}
{'SQL:  select distinct year from cars_data where weight between 3000 and 4000;\n', 'Question 155:  What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ? ||| car_1\n'}
{'SQL:  select t1.horsepower from cars_data as t1 order by t1.accelerate desc limit 1;\n', 'Question 156:  What is the horsepower of the car with the largest accelerate ? ||| car_1\n'}
{'SQL:  select t1.horsepower from cars_data as t1 order by t1.accelerate desc limit 1;\n', 'Question 157:  What is the horsepower of the car with the greatest accelerate ? ||| car_1\n'}
{'Question 158:  For model volvo , how many cylinders does the car with the least accelerate have ? ||| car_1\n', "SQL:  select t1.cylinders from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.model  =  'volvo' order by t1.accelerate asc limit 1;\n"}
{"SQL:  select t1.cylinders from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t2.model  =  'volvo' order by t1.accelerate asc limit 1;\n", 'Question 159:  For a volvo model , how many cylinders does the version with least accelerate have ? ||| car_1\n'}
{'Question 160:  How many cars have a larger accelerate than the car with the largest horsepower ? ||| car_1\n', 'SQL:  select count(*) from cars_data where accelerate  >  ( select accelerate from cars_data order by horsepower desc limit 1 );\n'}
{'Question 161:  What is the number of cars with a greater accelerate than the one with the most horsepower ? ||| car_1\n', 'SQL:  select count(*) from cars_data where accelerate  >  ( select accelerate from cars_data order by horsepower desc limit 1 );\n'}
{'SQL:  select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2\n', 'Question 162:  How many countries has more than 2 car makers ? ||| car_1\n'}
{'SQL:  select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2\n', 'Question 163:  What is the number of countries with more than 2 car makers ? ||| car_1\n'}
{'SQL:  select count(*) from cars_data where cylinders  >  6;\n', 'Question 164:  How many cars has over 6 cylinders ? ||| car_1\n'}
{'SQL:  select count(*) from cars_data where cylinders  >  6;\n', 'Question 165:  What is the number of carsw ith over 6 cylinders ? ||| car_1\n'}
{'SQL:  select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  4 order by t2.horsepower desc limit 1;\n', 'Question 166:  For the cars with 4 cylinders , which model has the largest horsepower ? ||| car_1\n'}
{'SQL:  select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id where t2.cylinders  =  4 order by t2.horsepower desc limit 1;\n', 'Question 167:  For all of the 4 cylinder cars , which model has the most horsepower ? ||| car_1\n'}
{'SQL:  select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <=  3;\n', 'Question 168:  Among the cars with more than lowest horsepower , which ones do not have more than 3 cylinders ? List the car makeid and make name . ||| car_1\n'}
{'Question 169:  Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ? ||| car_1\n', 'SQL:  select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;\n'}
{'SQL:  select max(mpg) from cars_data where cylinders  =  8 or year  <  1980\n', 'Question 170:  What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ? ||| car_1\n'}
{'SQL:  select max(mpg) from cars_data where cylinders  =  8 or year  <  1980\n', 'Question 171:  What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ? ||| car_1\n'}
{"Question 172:  Which models are lighter than 3500 but not built by the 'Ford Motor Company ' ? ||| car_1\n", "SQL:  select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id join car_makers as t4 on t1.maker  =  t4.id where t3.weight  <  3500 and t4.fullname != 'ford motor company';\n"}
{"SQL:  select distinct t1.model from model_list as t1 join car_names as t2 on t1.model  =  t2.model join cars_data as t3 on t2.makeid  =  t3.id join car_makers as t4 on t1.maker  =  t4.id where t3.weight  <  3500 and t4.fullname != 'ford motor company';\n", 'Question 173:  What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company ? ||| car_1\n'}
{'SQL:  select countryname from countries except select t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country;\n', 'Question 174:  What are the name of the countries where there is not a single car maker ? ||| car_1\n'}
{'SQL:  select countryname from countries except select t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country;\n', 'Question 175:  What are the names of the countries with no car makers ? ||| car_1\n'}
{'SQL:  select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;\n', 'Question 176:  Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker . ||| car_1\n'}
{'SQL:  select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;\n', 'Question 177:  What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars ? ||| car_1\n'}
{"Question 178:  What are the id and names of the countries which have more than 3 car makers or produce the 'fiat ' model ? ||| car_1\n", "SQL:  select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';\n"}
{'Question 179:  What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ? ||| car_1\n', "SQL:  select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';\n"}
{'SQL:  select country from airlines where airline  =  "jetblue airways"\n', "Question 180:  Which country does Airline `` JetBlue Airways '' belong to ? ||| flight_2\n"}
{'SQL:  select country from airlines where airline  =  "jetblue airways"\n', 'Question 181:  What country is Jetblue Airways affiliated with ? ||| flight_2\n'}
{"Question 182:  What is the abbreviation of Airline `` JetBlue Airways '' ? ||| flight_2\n", 'SQL:  select abbreviation from airlines where airline  =  "jetblue airways"\n'}
{'SQL:  select abbreviation from airlines where airline  =  "jetblue airways"\n', 'Question 183:  Which abbreviation corresponds to Jetblue Airways ? ||| flight_2\n'}
{"Question 184:  List all airline names and their abbreviations in `` USA '' . ||| flight_2\n", 'SQL:  select airline ,  abbreviation from airlines where country  =  "usa"\n'}
{'SQL:  select airline ,  abbreviation from airlines where country  =  "usa"\n', 'Question 185:  What are the airline names and abbreviations for airlines in the USA ? ||| flight_2\n'}
{'SQL:  select airportcode ,  airportname from airports where city  =  "anthony"\n', 'Question 186:  List the airport code and name in the city of Anthony . ||| flight_2\n'}
{'Question 187:  Give the airport code and airport name corresonding to the city Anthony . ||| flight_2\n', 'SQL:  select airportcode ,  airportname from airports where city  =  "anthony"\n'}
{'Question 188:  How many airlines do we have ? ||| flight_2\n', 'SQL:  select count(*) from airlines\n'}
{'Question 189:  What is the total number of airlines ? ||| flight_2\n', 'SQL:  select count(*) from airlines\n'}
{'SQL:  select count(*) from airports\n', 'Question 190:  How many airports do we have ? ||| flight_2\n'}
{'SQL:  select count(*) from airports\n', 'Question 191:  Return the number of airports . ||| flight_2\n'}
{'SQL:  select count(*) from flights\n', 'Question 192:  How many flights do we have ? ||| flight_2\n'}
{'SQL:  select count(*) from flights\n', 'Question 193:  Return the number of flights . ||| flight_2\n'}
{"Question 194:  Which airline has abbreviation 'UAL ' ? ||| flight_2\n", 'SQL:  select airline from airlines where abbreviation  =  "ual"\n'}
{'SQL:  select airline from airlines where abbreviation  =  "ual"\n', "Question 195:  Give the airline with abbreviation 'UAL ' . ||| flight_2\n"}
{'Question 196:  How many airlines are from USA ? ||| flight_2\n', 'SQL:  select count(*) from airlines where country  =  "usa"\n'}
{'Question 197:  Return the number of airlines in the USA . ||| flight_2\n', 'SQL:  select count(*) from airlines where country  =  "usa"\n'}
{'Question 198:  Which city and country is the Alton airport at ? ||| flight_2\n', 'SQL:  select city ,  country from airports where airportname  =  "alton"\n'}
{'Question 199:  Give the city and country for the Alton airport . ||| flight_2\n', 'SQL:  select city ,  country from airports where airportname  =  "alton"\n'}
{'SQL:  select airportname from airports where airportcode  =  "ako"\n', "Question 200:  What is the airport name for airport 'AKO ' ? ||| flight_2\n"}
{'SQL:  select airportname from airports where airportcode  =  "ako"\n', "Question 201:  Return the name of the airport with code 'AKO ' . ||| flight_2\n"}
{"Question 202:  What are airport names at City 'Aberdeen ' ? ||| flight_2\n", 'SQL:  select airportname from airports where city = "aberdeen"\n'}
